WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
WARNING: All illegal access operations will be denied in a future release
# JMH version: 1.19
# VM version: JDK 11.0.5, VM 11.0.5+10-b520.30
# VM invoker: C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.2\jbr\bin\java.exe
# VM options: -javaagent:C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.2\lib\idea_rt.jar=52662:C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.2\bin -Dfile.encoding=UTF-8
# Warmup: 3 iterations, 1 s each
# Measurement: 5 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: simple.Main.measureName
# Parameters: (count = 4, maxQueries = 1000)

# Run progress: 0,00% complete, ETA 00:10:24
# Fork: 1 of 1
# Warmup Iteration   1: 


Count of Edges = 4 , Packets = 3000, nanotimes = 7131


Count of Edges = 4 , Packets = 3000, nanotimes = 6002


Count of Edges = 4 , Packets = 3000, nanotimes = 5227


Count of Edges = 4 , Packets = 3000, nanotimes = 6049


Count of Edges = 4 , Packets = 3000, nanotimes = 6878


Count of Edges = 4 , Packets = 3000, nanotimes = 5710


Count of Edges = 4 , Packets = 3000, nanotimes = 7108


Count of Edges = 4 , Packets = 3000, nanotimes = 6440


Count of Edges = 4 , Packets = 3000, nanotimes = 6337


Count of Edges = 4 , Packets = 3000, nanotimes = 5741


Count of Edges = 4 , Packets = 3000, nanotimes = 6517


Count of Edges = 4 , Packets = 3000, nanotimes = 6402


Count of Edges = 4 , Packets = 3000, nanotimes = 5324


Count of Edges = 4 , Packets = 3000, nanotimes = 6619


Count of Edges = 4 , Packets = 3000, nanotimes = 5896


Count of Edges = 4 , Packets = 3000, nanotimes = 6784


Count of Edges = 4 , Packets = 3000, nanotimes = 5849


Count of Edges = 4 , Packets = 3000, nanotimes = 5611


Count of Edges = 4 , Packets = 3000, nanotimes = 5337


Count of Edges = 4 , Packets = 3000, nanotimes = 6115


Count of Edges = 4 , Packets = 3000, nanotimes = 6319


Count of Edges = 4 , Packets = 3000, nanotimes = 5833


Count of Edges = 4 , Packets = 3000, nanotimes = 6166


Count of Edges = 4 , Packets = 3000, nanotimes = 5634


Count of Edges = 4 , Packets = 3000, nanotimes = 6257


Count of Edges = 4 , Packets = 3000, nanotimes = 6349


Count of Edges = 4 , Packets = 3000, nanotimes = 5543


Count of Edges = 4 , Packets = 3000, nanotimes = 7472


Count of Edges = 4 , Packets = 3000, nanotimes = 6366


Count of Edges = 4 , Packets = 3000, nanotimes = 6728


Count of Edges = 4 , Packets = 3000, nanotimes = 5866


Count of Edges = 4 , Packets = 3000, nanotimes = 6376


Count of Edges = 4 , Packets = 3000, nanotimes = 5706


Count of Edges = 4 , Packets = 3000, nanotimes = 5824


Count of Edges = 4 , Packets = 3000, nanotimes = 5273


Count of Edges = 4 , Packets = 3000, nanotimes = 6885


Count of Edges = 4 , Packets = 3000, nanotimes = 6194


Count of Edges = 4 , Packets = 3000, nanotimes = 6279


Count of Edges = 4 , Packets = 3000, nanotimes = 6376


Count of Edges = 4 , Packets = 3000, nanotimes = 5974


Count of Edges = 4 , Packets = 3000, nanotimes = 6456


Count of Edges = 4 , Packets = 3000, nanotimes = 5491


Count of Edges = 4 , Packets = 3000, nanotimes = 7029


Count of Edges = 4 , Packets = 3000, nanotimes = 5630


Count of Edges = 4 , Packets = 3000, nanotimes = 7721


Count of Edges = 4 , Packets = 3000, nanotimes = 6093


Count of Edges = 4 , Packets = 3000, nanotimes = 5411


Count of Edges = 4 , Packets = 3000, nanotimes = 5870


Count of Edges = 4 , Packets = 3000, nanotimes = 6088


Count of Edges = 4 , Packets = 3000, nanotimes = 5966


Count of Edges = 4 , Packets = 3000, nanotimes = 6136


Count of Edges = 4 , Packets = 3000, nanotimes = 6289


Count of Edges = 4 , Packets = 3000, nanotimes = 5970


Count of Edges = 4 , Packets = 3000, nanotimes = 6047


Count of Edges = 4 , Packets = 3000, nanotimes = 7009


Count of Edges = 4 , Packets = 3000, nanotimes = 6047


Count of Edges = 4 , Packets = 3000, nanotimes = 5954


Count of Edges = 4 , Packets = 3000, nanotimes = 7158


Count of Edges = 4 , Packets = 3000, nanotimes = 6599


Count of Edges = 4 , Packets = 3000, nanotimes = 6096


Count of Edges = 4 , Packets = 3000, nanotimes = 5707


Count of Edges = 4 , Packets = 3000, nanotimes = 6195


Count of Edges = 4 , Packets = 3000, nanotimes = 6714


Count of Edges = 4 , Packets = 3000, nanotimes = 6274


Count of Edges = 4 , Packets = 3000, nanotimes = 6932


Count of Edges = 4 , Packets = 3000, nanotimes = 7547


Count of Edges = 4 , Packets = 3000, nanotimes = 6115


Count of Edges = 4 , Packets = 3000, nanotimes = 6230


Count of Edges = 4 , Packets = 3000, nanotimes = 5993


Count of Edges = 4 , Packets = 3000, nanotimes = 6513


Count of Edges = 4 , Packets = 3000, nanotimes = 6194


Count of Edges = 4 , Packets = 3000, nanotimes = 6264


Count of Edges = 4 , Packets = 3000, nanotimes = 6885


Count of Edges = 4 , Packets = 3000, nanotimes = 7242


Count of Edges = 4 , Packets = 3000, nanotimes = 6366


Count of Edges = 4 , Packets = 3000, nanotimes = 6820


Count of Edges = 4 , Packets = 3000, nanotimes = 6458


Count of Edges = 4 , Packets = 3000, nanotimes = 6121


Count of Edges = 4 , Packets = 3000, nanotimes = 5916


Count of Edges = 4 , Packets = 3000, nanotimes = 6838


Count of Edges = 4 , Packets = 3000, nanotimes = 7766


Count of Edges = 4 , Packets = 3000, nanotimes = 5981


Count of Edges = 4 , Packets = 3000, nanotimes = 7036


Count of Edges = 4 , Packets = 3000, nanotimes = 6745


Count of Edges = 4 , Packets = 3000, nanotimes = 6632


Count of Edges = 4 , Packets = 3000, nanotimes = 5700


Count of Edges = 4 , Packets = 3000, nanotimes = 6826


Count of Edges = 4 , Packets = 3000, nanotimes = 6649


Count of Edges = 4 , Packets = 3000, nanotimes = 6585


Count of Edges = 4 , Packets = 3000, nanotimes = 5651


Count of Edges = 4 , Packets = 3000, nanotimes = 5860


Count of Edges = 4 , Packets = 3000, nanotimes = 6837

0,008 s/op
Iteration   1: 
Count of Edges = 4 , Packets = 3000, nanotimes = 6099


Count of Edges = 4 , Packets = 3000, nanotimes = 5972


Count of Edges = 4 , Packets = 3000, nanotimes = 7057


Count of Edges = 4 , Packets = 3000, nanotimes = 6453


Count of Edges = 4 , Packets = 3000, nanotimes = 5685


Count of Edges = 4 , Packets = 3000, nanotimes = 6209


Count of Edges = 4 , Packets = 3000, nanotimes = 6759


Count of Edges = 4 , Packets = 3000, nanotimes = 5816


Count of Edges = 4 , Packets = 3000, nanotimes = 6710


Count of Edges = 4 , Packets = 3000, nanotimes = 6962


Count of Edges = 4 , Packets = 3000, nanotimes = 7718


Count of Edges = 4 , Packets = 3000, nanotimes = 6966


Count of Edges = 4 , Packets = 3000, nanotimes = 6632


Count of Edges = 4 , Packets = 3000, nanotimes = 7813


Count of Edges = 4 , Packets = 3000, nanotimes = 6276


Count of Edges = 4 , Packets = 3000, nanotimes = 6996


Count of Edges = 4 , Packets = 3000, nanotimes = 6765


Count of Edges = 4 , Packets = 3000, nanotimes = 5968


Count of Edges = 4 , Packets = 3000, nanotimes = 5671


Count of Edges = 4 , Packets = 3000, nanotimes = 6046


Count of Edges = 4 , Packets = 3000, nanotimes = 6389


Count of Edges = 4 , Packets = 3000, nanotimes = 5800


Count of Edges = 4 , Packets = 3000, nanotimes = 5365


Count of Edges = 4 , Packets = 3000, nanotimes = 6426


Count of Edges = 4 , Packets = 3000, nanotimes = 6438


Count of Edges = 4 , Packets = 3000, nanotimes = 5812


Count of Edges = 4 , Packets = 3000, nanotimes = 6312


Count of Edges = 4 , Packets = 3000, nanotimes = 5323


Count of Edges = 4 , Packets = 3000, nanotimes = 5625


Count of Edges = 4 , Packets = 3000, nanotimes = 5580


Count of Edges = 4 , Packets = 3000, nanotimes = 5782


Count of Edges = 4 , Packets = 3000, nanotimes = 6009


Count of Edges = 4 , Packets = 3000, nanotimes = 6790


Count of Edges = 4 , Packets = 3000, nanotimes = 5423


Count of Edges = 4 , Packets = 3000, nanotimes = 5612


Count of Edges = 4 , Packets = 3000, nanotimes = 6246


Count of Edges = 4 , Packets = 3000, nanotimes = 5476


Count of Edges = 4 , Packets = 3000, nanotimes = 6183


Count of Edges = 4 , Packets = 3000, nanotimes = 5765


Count of Edges = 4 , Packets = 3000, nanotimes = 5833


Count of Edges = 4 , Packets = 3000, nanotimes = 5856


Count of Edges = 4 , Packets = 3000, nanotimes = 5599


Count of Edges = 4 , Packets = 3000, nanotimes = 7262


Count of Edges = 4 , Packets = 3000, nanotimes = 7513


Count of Edges = 4 , Packets = 3000, nanotimes = 5792


Count of Edges = 4 , Packets = 3000, nanotimes = 6846


Count of Edges = 4 , Packets = 3000, nanotimes = 5421


Count of Edges = 4 , Packets = 3000, nanotimes = 5708


Count of Edges = 4 , Packets = 3000, nanotimes = 5374


Count of Edges = 4 , Packets = 3000, nanotimes = 5609


Count of Edges = 4 , Packets = 3000, nanotimes = 6962


Count of Edges = 4 , Packets = 3000, nanotimes = 5924


Count of Edges = 4 , Packets = 3000, nanotimes = 6662


Count of Edges = 4 , Packets = 3000, nanotimes = 5498


Count of Edges = 4 , Packets = 3000, nanotimes = 5830


Count of Edges = 4 , Packets = 3000, nanotimes = 5963


Count of Edges = 4 , Packets = 3000, nanotimes = 5684


Count of Edges = 4 , Packets = 3000, nanotimes = 6221


Count of Edges = 4 , Packets = 3000, nanotimes = 6885


Count of Edges = 4 , Packets = 3000, nanotimes = 5612


Count of Edges = 4 , Packets = 3000, nanotimes = 5763


Count of Edges = 4 , Packets = 3000, nanotimes = 6336


Count of Edges = 4 , Packets = 3000, nanotimes = 5631


Count of Edges = 4 , Packets = 3000, nanotimes = 6479


Count of Edges = 4 , Packets = 3000, nanotimes = 5865


Count of Edges = 4 , Packets = 3000, nanotimes = 5583


Count of Edges = 4 , Packets = 3000, nanotimes = 7292


Count of Edges = 4 , Packets = 3000, nanotimes = 6695


Count of Edges = 4 , Packets = 3000, nanotimes = 6728


Count of Edges = 4 , Packets = 3000, nanotimes = 6454


Count of Edges = 4 , Packets = 3000, nanotimes = 5418


Count of Edges = 4 , Packets = 3000, nanotimes = 5636


Count of Edges = 4 , Packets = 3000, nanotimes = 5759


Count of Edges = 4 , Packets = 3000, nanotimes = 5870


Count of Edges = 4 , Packets = 3000, nanotimes = 5666


Count of Edges = 4 , Packets = 3000, nanotimes = 6390


Count of Edges = 4 , Packets = 3000, nanotimes = 5420


Count of Edges = 4 , Packets = 3000, nanotimes = 6144


Count of Edges = 4 , Packets = 3000, nanotimes = 5912


Count of Edges = 4 , Packets = 3000, nanotimes = 5991


Count of Edges = 4 , Packets = 3000, nanotimes = 5440


Count of Edges = 4 , Packets = 3000, nanotimes = 5760


Count of Edges = 4 , Packets = 3000, nanotimes = 5671


Count of Edges = 4 , Packets = 3000, nanotimes = 5859


Count of Edges = 4 , Packets = 3000, nanotimes = 7205


Count of Edges = 4 , Packets = 3000, nanotimes = 7207


Count of Edges = 4 , Packets = 3000, nanotimes = 7027


Count of Edges = 4 , Packets = 3000, nanotimes = 6217


Count of Edges = 4 , Packets = 3000, nanotimes = 7820


Count of Edges = 4 , Packets = 3000, nanotimes = 5899


Count of Edges = 4 , Packets = 3000, nanotimes = 7270


Count of Edges = 4 , Packets = 3000, nanotimes = 6195


Count of Edges = 4 , Packets = 3000, nanotimes = 7357


Count of Edges = 4 , Packets = 3000, nanotimes = 6989


Count of Edges = 4 , Packets = 3000, nanotimes = 7795


Count of Edges = 4 , Packets = 3000, nanotimes = 6231


Count of Edges = 4 , Packets = 3000, nanotimes = 6936


Count of Edges = 4 , Packets = 3000, nanotimes = 7265


Count of Edges = 4 , Packets = 3000, nanotimes = 6673


Count of Edges = 4 , Packets = 3000, nanotimes = 6977


Count of Edges = 4 , Packets = 3000, nanotimes = 6416


Count of Edges = 4 , Packets = 3000, nanotimes = 6818


Count of Edges = 4 , Packets = 3000, nanotimes = 6286


Count of Edges = 4 , Packets = 3000, nanotimes = 7398


Count of Edges = 4 , Packets = 3000, nanotimes = 6920


Count of Edges = 4 , Packets = 3000, nanotimes = 7653


Count of Edges = 4 , Packets = 3000, nanotimes = 7602


Count of Edges = 4 , Packets = 3000, nanotimes = 6216


Count of Edges = 4 , Packets = 3000, nanotimes = 5818


Count of Edges = 4 , Packets = 3000, nanotimes = 6984


Count of Edges = 4 , Packets = 3000, nanotimes = 6082


Count of Edges = 4 , Packets = 3000, nanotimes = 6555


Count of Edges = 4 , Packets = 3000, nanotimes = 6251


Count of Edges = 4 , Packets = 3000, nanotimes = 6493


Count of Edges = 4 , Packets = 3000, nanotimes = 7171


Count of Edges = 4 , Packets = 3000, nanotimes = 6636


Count of Edges = 4 , Packets = 3000, nanotimes = 7119


Count of Edges = 4 , Packets = 3000, nanotimes = 6233

0,008 s/op
Iteration   2: 
Count of Edges = 4 , Packets = 3000, nanotimes = 6605


Count of Edges = 4 , Packets = 3000, nanotimes = 5688


Count of Edges = 4 , Packets = 3000, nanotimes = 5212


Count of Edges = 4 , Packets = 3000, nanotimes = 6150


Count of Edges = 4 , Packets = 3000, nanotimes = 6642


Count of Edges = 4 , Packets = 3000, nanotimes = 5325


Count of Edges = 4 , Packets = 3000, nanotimes = 5924


Count of Edges = 4 , Packets = 3000, nanotimes = 5553


Count of Edges = 4 , Packets = 3000, nanotimes = 5175


Count of Edges = 4 , Packets = 3000, nanotimes = 5405


Count of Edges = 4 , Packets = 3000, nanotimes = 5315


Count of Edges = 4 , Packets = 3000, nanotimes = 5221


Count of Edges = 4 , Packets = 3000, nanotimes = 4960


Count of Edges = 4 , Packets = 3000, nanotimes = 5693


Count of Edges = 4 , Packets = 3000, nanotimes = 5519


Count of Edges = 4 , Packets = 3000, nanotimes = 5790


Count of Edges = 4 , Packets = 3000, nanotimes = 6994


Count of Edges = 4 , Packets = 3000, nanotimes = 6837


Count of Edges = 4 , Packets = 3000, nanotimes = 5664


Count of Edges = 4 , Packets = 3000, nanotimes = 6348


Count of Edges = 4 , Packets = 3000, nanotimes = 6173


Count of Edges = 4 , Packets = 3000, nanotimes = 14248


Count of Edges = 4 , Packets = 3000, nanotimes = 10748


Count of Edges = 4 , Packets = 3000, nanotimes = 6788


Count of Edges = 4 , Packets = 3000, nanotimes = 6128


Count of Edges = 4 , Packets = 3000, nanotimes = 7079


Count of Edges = 4 , Packets = 3000, nanotimes = 6383


Count of Edges = 4 , Packets = 3000, nanotimes = 6247


Count of Edges = 4 , Packets = 3000, nanotimes = 6567


Count of Edges = 4 , Packets = 3000, nanotimes = 6100


Count of Edges = 4 , Packets = 3000, nanotimes = 6373


Count of Edges = 4 , Packets = 3000, nanotimes = 5703


Count of Edges = 4 , Packets = 3000, nanotimes = 7322


Count of Edges = 4 , Packets = 3000, nanotimes = 6973


Count of Edges = 4 , Packets = 3000, nanotimes = 5594


Count of Edges = 4 , Packets = 3000, nanotimes = 5776


Count of Edges = 4 , Packets = 3000, nanotimes = 7012


Count of Edges = 4 , Packets = 3000, nanotimes = 6217


Count of Edges = 4 , Packets = 3000, nanotimes = 6718


Count of Edges = 4 , Packets = 3000, nanotimes = 5497


Count of Edges = 4 , Packets = 3000, nanotimes = 5768


Count of Edges = 4 , Packets = 3000, nanotimes = 6732


Count of Edges = 4 , Packets = 3000, nanotimes = 6390


Count of Edges = 4 , Packets = 3000, nanotimes = 6261


Count of Edges = 4 , Packets = 3000, nanotimes = 5394


Count of Edges = 4 , Packets = 3000, nanotimes = 6577


Count of Edges = 4 , Packets = 3000, nanotimes = 5976


Count of Edges = 4 , Packets = 3000, nanotimes = 6817


Count of Edges = 4 , Packets = 3000, nanotimes = 6157


Count of Edges = 4 , Packets = 3000, nanotimes = 6569


Count of Edges = 4 , Packets = 3000, nanotimes = 6028


Count of Edges = 4 , Packets = 3000, nanotimes = 7232


Count of Edges = 4 , Packets = 3000, nanotimes = 5657


Count of Edges = 4 , Packets = 3000, nanotimes = 5806


Count of Edges = 4 , Packets = 3000, nanotimes = 5954


Count of Edges = 4 , Packets = 3000, nanotimes = 5578


Count of Edges = 4 , Packets = 3000, nanotimes = 7385


Count of Edges = 4 , Packets = 3000, nanotimes = 5533


Count of Edges = 4 , Packets = 3000, nanotimes = 5498


Count of Edges = 4 , Packets = 3000, nanotimes = 5641


Count of Edges = 4 , Packets = 3000, nanotimes = 5913


Count of Edges = 4 , Packets = 3000, nanotimes = 5639


Count of Edges = 4 , Packets = 3000, nanotimes = 6308


Count of Edges = 4 , Packets = 3000, nanotimes = 6728


Count of Edges = 4 , Packets = 3000, nanotimes = 5963


Count of Edges = 4 , Packets = 3000, nanotimes = 5846


Count of Edges = 4 , Packets = 3000, nanotimes = 6485


Count of Edges = 4 , Packets = 3000, nanotimes = 5434


Count of Edges = 4 , Packets = 3000, nanotimes = 6938


Count of Edges = 4 , Packets = 3000, nanotimes = 6291


Count of Edges = 4 , Packets = 3000, nanotimes = 6663


Count of Edges = 4 , Packets = 3000, nanotimes = 6467


Count of Edges = 4 , Packets = 3000, nanotimes = 6381


Count of Edges = 4 , Packets = 3000, nanotimes = 6238


Count of Edges = 4 , Packets = 3000, nanotimes = 5964


Count of Edges = 4 , Packets = 3000, nanotimes = 5632


Count of Edges = 4 , Packets = 3000, nanotimes = 6614


Count of Edges = 4 , Packets = 3000, nanotimes = 6523


Count of Edges = 4 , Packets = 3000, nanotimes = 6531


Count of Edges = 4 , Packets = 3000, nanotimes = 6806


Count of Edges = 4 , Packets = 3000, nanotimes = 6715


Count of Edges = 4 , Packets = 3000, nanotimes = 6358


Count of Edges = 4 , Packets = 3000, nanotimes = 6579


Count of Edges = 4 , Packets = 3000, nanotimes = 8059


Count of Edges = 4 , Packets = 3000, nanotimes = 5811


Count of Edges = 4 , Packets = 3000, nanotimes = 6896


Count of Edges = 4 , Packets = 3000, nanotimes = 6682


Count of Edges = 4 , Packets = 3000, nanotimes = 7705


Count of Edges = 4 , Packets = 3000, nanotimes = 7148


Count of Edges = 4 , Packets = 3000, nanotimes = 7541


Count of Edges = 4 , Packets = 3000, nanotimes = 6227


Count of Edges = 4 , Packets = 3000, nanotimes = 6268


Count of Edges = 4 , Packets = 3000, nanotimes = 6533


Count of Edges = 4 , Packets = 3000, nanotimes = 5685


Count of Edges = 4 , Packets = 3000, nanotimes = 6402


Count of Edges = 4 , Packets = 3000, nanotimes = 6179


Count of Edges = 4 , Packets = 3000, nanotimes = 6181


Count of Edges = 4 , Packets = 3000, nanotimes = 6796


Count of Edges = 4 , Packets = 3000, nanotimes = 5748


Count of Edges = 4 , Packets = 3000, nanotimes = 6381


Count of Edges = 4 , Packets = 3000, nanotimes = 6932


Count of Edges = 4 , Packets = 3000, nanotimes = 6045


Count of Edges = 4 , Packets = 3000, nanotimes = 6568


Count of Edges = 4 , Packets = 3000, nanotimes = 6841


Count of Edges = 4 , Packets = 3000, nanotimes = 5816


Count of Edges = 4 , Packets = 3000, nanotimes = 6595


Count of Edges = 4 , Packets = 3000, nanotimes = 6468


Count of Edges = 4 , Packets = 3000, nanotimes = 7173


Count of Edges = 4 , Packets = 3000, nanotimes = 6749


Count of Edges = 4 , Packets = 3000, nanotimes = 5696


Count of Edges = 4 , Packets = 3000, nanotimes = 5274


Count of Edges = 4 , Packets = 3000, nanotimes = 6372


Count of Edges = 4 , Packets = 3000, nanotimes = 5630


Count of Edges = 4 , Packets = 3000, nanotimes = 6945


Count of Edges = 4 , Packets = 3000, nanotimes = 7038


Count of Edges = 4 , Packets = 3000, nanotimes = 6353


Count of Edges = 4 , Packets = 3000, nanotimes = 6890


Count of Edges = 4 , Packets = 3000, nanotimes = 6842


Count of Edges = 4 , Packets = 3000, nanotimes = 7486

0,008 s/op
Iteration   3: 
Count of Edges = 4 , Packets = 3000, nanotimes = 6406


Count of Edges = 4 , Packets = 3000, nanotimes = 6250


Count of Edges = 4 , Packets = 3000, nanotimes = 7444


Count of Edges = 4 , Packets = 3000, nanotimes = 5673


Count of Edges = 4 , Packets = 3000, nanotimes = 6022


Count of Edges = 4 , Packets = 3000, nanotimes = 5774


Count of Edges = 4 , Packets = 3000, nanotimes = 6579


Count of Edges = 4 , Packets = 3000, nanotimes = 7119


Count of Edges = 4 , Packets = 3000, nanotimes = 6833


Count of Edges = 4 , Packets = 3000, nanotimes = 5744


Count of Edges = 4 , Packets = 3000, nanotimes = 5786


Count of Edges = 4 , Packets = 3000, nanotimes = 5325


Count of Edges = 4 , Packets = 3000, nanotimes = 6319


Count of Edges = 4 , Packets = 3000, nanotimes = 5299


Count of Edges = 4 , Packets = 3000, nanotimes = 6338


Count of Edges = 4 , Packets = 3000, nanotimes = 7066


Count of Edges = 4 , Packets = 3000, nanotimes = 7125


Count of Edges = 4 , Packets = 3000, nanotimes = 5796


Count of Edges = 4 , Packets = 3000, nanotimes = 6992


Count of Edges = 4 , Packets = 3000, nanotimes = 6788


Count of Edges = 4 , Packets = 3000, nanotimes = 7196


Count of Edges = 4 , Packets = 3000, nanotimes = 5860


Count of Edges = 4 , Packets = 3000, nanotimes = 7272


Count of Edges = 4 , Packets = 3000, nanotimes = 5912


Count of Edges = 4 , Packets = 3000, nanotimes = 7502


Count of Edges = 4 , Packets = 3000, nanotimes = 6254


Count of Edges = 4 , Packets = 3000, nanotimes = 6504


Count of Edges = 4 , Packets = 3000, nanotimes = 5704


Count of Edges = 4 , Packets = 3000, nanotimes = 5868


Count of Edges = 4 , Packets = 3000, nanotimes = 5556


Count of Edges = 4 , Packets = 3000, nanotimes = 6006


Count of Edges = 4 , Packets = 3000, nanotimes = 5852


Count of Edges = 4 , Packets = 3000, nanotimes = 6519


Count of Edges = 4 , Packets = 3000, nanotimes = 6938


Count of Edges = 4 , Packets = 3000, nanotimes = 6962


Count of Edges = 4 , Packets = 3000, nanotimes = 5493


Count of Edges = 4 , Packets = 3000, nanotimes = 5993


Count of Edges = 4 , Packets = 3000, nanotimes = 6441


Count of Edges = 4 , Packets = 3000, nanotimes = 5975


Count of Edges = 4 , Packets = 3000, nanotimes = 6671


Count of Edges = 4 , Packets = 3000, nanotimes = 7031


Count of Edges = 4 , Packets = 3000, nanotimes = 6025


Count of Edges = 4 , Packets = 3000, nanotimes = 5646


Count of Edges = 4 , Packets = 3000, nanotimes = 6009


Count of Edges = 4 , Packets = 3000, nanotimes = 5934


Count of Edges = 4 , Packets = 3000, nanotimes = 5741


Count of Edges = 4 , Packets = 3000, nanotimes = 6559


Count of Edges = 4 , Packets = 3000, nanotimes = 5385


Count of Edges = 4 , Packets = 3000, nanotimes = 6667


Count of Edges = 4 , Packets = 3000, nanotimes = 5852


Count of Edges = 4 , Packets = 3000, nanotimes = 7130


Count of Edges = 4 , Packets = 3000, nanotimes = 6902


Count of Edges = 4 , Packets = 3000, nanotimes = 5851


Count of Edges = 4 , Packets = 3000, nanotimes = 5760


Count of Edges = 4 , Packets = 3000, nanotimes = 6248


Count of Edges = 4 , Packets = 3000, nanotimes = 5597


Count of Edges = 4 , Packets = 3000, nanotimes = 6500


Count of Edges = 4 , Packets = 3000, nanotimes = 5949


Count of Edges = 4 , Packets = 3000, nanotimes = 5859


Count of Edges = 4 , Packets = 3000, nanotimes = 6109


Count of Edges = 4 , Packets = 3000, nanotimes = 6859


Count of Edges = 4 , Packets = 3000, nanotimes = 5445


Count of Edges = 4 , Packets = 3000, nanotimes = 6996


Count of Edges = 4 , Packets = 3000, nanotimes = 5569


Count of Edges = 4 , Packets = 3000, nanotimes = 7008


Count of Edges = 4 , Packets = 3000, nanotimes = 5865


Count of Edges = 4 , Packets = 3000, nanotimes = 5451


Count of Edges = 4 , Packets = 3000, nanotimes = 6102


Count of Edges = 4 , Packets = 3000, nanotimes = 6017


Count of Edges = 4 , Packets = 3000, nanotimes = 7840


Count of Edges = 4 , Packets = 3000, nanotimes = 7198


Count of Edges = 4 , Packets = 3000, nanotimes = 6767


Count of Edges = 4 , Packets = 3000, nanotimes = 8157


Count of Edges = 4 , Packets = 3000, nanotimes = 6396


Count of Edges = 4 , Packets = 3000, nanotimes = 6255


Count of Edges = 4 , Packets = 3000, nanotimes = 7560


Count of Edges = 4 , Packets = 3000, nanotimes = 6210


Count of Edges = 4 , Packets = 3000, nanotimes = 6254


Count of Edges = 4 , Packets = 3000, nanotimes = 5473


Count of Edges = 4 , Packets = 3000, nanotimes = 5738


Count of Edges = 4 , Packets = 3000, nanotimes = 5555


Count of Edges = 4 , Packets = 3000, nanotimes = 6648


Count of Edges = 4 , Packets = 3000, nanotimes = 6915


Count of Edges = 4 , Packets = 3000, nanotimes = 5930


Count of Edges = 4 , Packets = 3000, nanotimes = 6115


Count of Edges = 4 , Packets = 3000, nanotimes = 6085


Count of Edges = 4 , Packets = 3000, nanotimes = 5756


Count of Edges = 4 , Packets = 3000, nanotimes = 5609


Count of Edges = 4 , Packets = 3000, nanotimes = 5987


Count of Edges = 4 , Packets = 3000, nanotimes = 6358


Count of Edges = 4 , Packets = 3000, nanotimes = 7272


Count of Edges = 4 , Packets = 3000, nanotimes = 7001


Count of Edges = 4 , Packets = 3000, nanotimes = 7201


Count of Edges = 4 , Packets = 3000, nanotimes = 7286


Count of Edges = 4 , Packets = 3000, nanotimes = 5501


Count of Edges = 4 , Packets = 3000, nanotimes = 6150


Count of Edges = 4 , Packets = 3000, nanotimes = 6536


Count of Edges = 4 , Packets = 3000, nanotimes = 6942


Count of Edges = 4 , Packets = 3000, nanotimes = 6076


Count of Edges = 4 , Packets = 3000, nanotimes = 6325


Count of Edges = 4 , Packets = 3000, nanotimes = 7437


Count of Edges = 4 , Packets = 3000, nanotimes = 7236


Count of Edges = 4 , Packets = 3000, nanotimes = 5660


Count of Edges = 4 , Packets = 3000, nanotimes = 7265


Count of Edges = 4 , Packets = 3000, nanotimes = 5678


Count of Edges = 4 , Packets = 3000, nanotimes = 5946


Count of Edges = 4 , Packets = 3000, nanotimes = 5832
