WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
WARNING: All illegal access operations will be denied in a future release
# JMH version: 1.19
# VM version: JDK 11.0.5, VM 11.0.5+10-b520.30
# VM invoker: C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.2\jbr\bin\java.exe
# VM options: -javaagent:C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.2\lib\idea_rt.jar=53013:C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.2\bin -Dfile.encoding=UTF-8
# Warmup: 3 iterations, 1 s each
# Measurement: 5 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: simple.Main.measureName
# Parameters: (count = 4, maxQueries = 1000)

# Run progress: 0,00% complete, ETA 00:10:24
# Fork: 1 of 1
# Warmup Iteration   1: 


Count of Edges = 4 , Packets = 3000, nanotimes = 15238


Count of Edges = 4 , Packets = 3000, nanotimes = 17095


Count of Edges = 4 , Packets = 3000, nanotimes = 14773


Count of Edges = 4 , Packets = 3000, nanotimes = 17759


Count of Edges = 4 , Packets = 3000, nanotimes = 16270


Count of Edges = 4 , Packets = 3000, nanotimes = 16945


Count of Edges = 4 , Packets = 3000, nanotimes = 19368


Count of Edges = 4 , Packets = 3000, nanotimes = 19027


Count of Edges = 4 , Packets = 3000, nanotimes = 14806


Count of Edges = 4 , Packets = 3000, nanotimes = 23925


Count of Edges = 4 , Packets = 3000, nanotimes = 12803


Count of Edges = 4 , Packets = 3000, nanotimes = 12910


Count of Edges = 4 , Packets = 3000, nanotimes = 13942


Count of Edges = 4 , Packets = 3000, nanotimes = 16316


Count of Edges = 4 , Packets = 3000, nanotimes = 16966


Count of Edges = 4 , Packets = 3000, nanotimes = 16651


Count of Edges = 4 , Packets = 3000, nanotimes = 22350


Count of Edges = 4 , Packets = 3000, nanotimes = 18805

0,017 s/op
Iteration   4: 
Count of Edges = 4 , Packets = 3000, nanotimes = 22625


Count of Edges = 4 , Packets = 3000, nanotimes = 18685


Count of Edges = 4 , Packets = 3000, nanotimes = 15818


Count of Edges = 4 , Packets = 3000, nanotimes = 16281


Count of Edges = 4 , Packets = 3000, nanotimes = 20015


Count of Edges = 4 , Packets = 3000, nanotimes = 18163


Count of Edges = 4 , Packets = 3000, nanotimes = 11661


Count of Edges = 4 , Packets = 3000, nanotimes = 18319


Count of Edges = 4 , Packets = 3000, nanotimes = 16897


Count of Edges = 4 , Packets = 3000, nanotimes = 27027


Count of Edges = 4 , Packets = 3000, nanotimes = 16275


Count of Edges = 4 , Packets = 3000, nanotimes = 18818


Count of Edges = 4 , Packets = 3000, nanotimes = 15531


Count of Edges = 4 , Packets = 3000, nanotimes = 19077


Count of Edges = 4 , Packets = 3000, nanotimes = 15863


Count of Edges = 4 , Packets = 3000, nanotimes = 19116


Count of Edges = 4 , Packets = 3000, nanotimes = 20983


Count of Edges = 4 , Packets = 3000, nanotimes = 18038


Count of Edges = 4 , Packets = 3000, nanotimes = 22620


Count of Edges = 4 , Packets = 3000, nanotimes = 21062


Count of Edges = 4 , Packets = 3000, nanotimes = 18463


Count of Edges = 4 , Packets = 3000, nanotimes = 21028


Count of Edges = 4 , Packets = 3000, nanotimes = 18523


Count of Edges = 4 , Packets = 3000, nanotimes = 19809


Count of Edges = 4 , Packets = 3000, nanotimes = 14550


Count of Edges = 4 , Packets = 3000, nanotimes = 28050


Count of Edges = 4 , Packets = 3000, nanotimes = 24901


Count of Edges = 4 , Packets = 3000, nanotimes = 20619


Count of Edges = 4 , Packets = 3000, nanotimes = 19652


Count of Edges = 4 , Packets = 3000, nanotimes = 17800


Count of Edges = 4 , Packets = 3000, nanotimes = 18241


Count of Edges = 4 , Packets = 3000, nanotimes = 16345


Count of Edges = 4 , Packets = 3000, nanotimes = 17437


Count of Edges = 4 , Packets = 3000, nanotimes = 17980


Count of Edges = 4 , Packets = 3000, nanotimes = 24310


Count of Edges = 4 , Packets = 3000, nanotimes = 27714


Count of Edges = 4 , Packets = 3000, nanotimes = 21192


Count of Edges = 4 , Packets = 3000, nanotimes = 15391


Count of Edges = 4 , Packets = 3000, nanotimes = 14113


Count of Edges = 4 , Packets = 3000, nanotimes = 14702


Count of Edges = 4 , Packets = 3000, nanotimes = 19733

0,024 s/op
Iteration   5: 
Count of Edges = 4 , Packets = 3000, nanotimes = 19780


Count of Edges = 4 , Packets = 3000, nanotimes = 22193


Count of Edges = 4 , Packets = 3000, nanotimes = 21268


Count of Edges = 4 , Packets = 3000, nanotimes = 18247


Count of Edges = 4 , Packets = 3000, nanotimes = 20937


Count of Edges = 4 , Packets = 3000, nanotimes = 13883


Count of Edges = 4 , Packets = 3000, nanotimes = 18705


Count of Edges = 4 , Packets = 3000, nanotimes = 14061


Count of Edges = 4 , Packets = 3000, nanotimes = 18926


Count of Edges = 4 , Packets = 3000, nanotimes = 16624


Count of Edges = 4 , Packets = 3000, nanotimes = 18443


Count of Edges = 4 , Packets = 3000, nanotimes = 24600


Count of Edges = 4 , Packets = 3000, nanotimes = 21141


Count of Edges = 4 , Packets = 3000, nanotimes = 25765


Count of Edges = 4 , Packets = 3000, nanotimes = 19804


Count of Edges = 4 , Packets = 3000, nanotimes = 19701


Count of Edges = 4 , Packets = 3000, nanotimes = 18459


Count of Edges = 4 , Packets = 3000, nanotimes = 12370


Count of Edges = 4 , Packets = 3000, nanotimes = 20752


Count of Edges = 4 , Packets = 3000, nanotimes = 15632


Count of Edges = 4 , Packets = 3000, nanotimes = 13165


Count of Edges = 4 , Packets = 3000, nanotimes = 27414


Count of Edges = 4 , Packets = 3000, nanotimes = 24109


Count of Edges = 4 , Packets = 3000, nanotimes = 21517


Count of Edges = 4 , Packets = 3000, nanotimes = 18177


Count of Edges = 4 , Packets = 3000, nanotimes = 18979


Count of Edges = 4 , Packets = 3000, nanotimes = 18349


Count of Edges = 4 , Packets = 3000, nanotimes = 15097


Count of Edges = 4 , Packets = 3000, nanotimes = 10918


Count of Edges = 4 , Packets = 3000, nanotimes = 19744


Count of Edges = 4 , Packets = 3000, nanotimes = 17283


Count of Edges = 4 , Packets = 3000, nanotimes = 16690


Count of Edges = 4 , Packets = 3000, nanotimes = 20791


Count of Edges = 4 , Packets = 3000, nanotimes = 17170


Count of Edges = 4 , Packets = 3000, nanotimes = 17607


Count of Edges = 4 , Packets = 3000, nanotimes = 21856


Count of Edges = 4 , Packets = 3000, nanotimes = 12609


Count of Edges = 4 , Packets = 3000, nanotimes = 18105


Count of Edges = 4 , Packets = 3000, nanotimes = 15688


Count of Edges = 4 , Packets = 3000, nanotimes = 14788


Count of Edges = 4 , Packets = 3000, nanotimes = 22851


Count of Edges = 4 , Packets = 3000, nanotimes = 27006

0,024 s/op


Result "simple.Main.measureName":
  0,018 ±(99.9%) 0,024 s/op [Average]
  (min, avg, max) = (0,011, 0,018, 0,024), stdev = 0,006
  CI (99.9%): [≈ 0, 0,041] (assumes normal distribution)


# JMH version: 1.19
# VM version: JDK 11.0.5, VM 11.0.5+10-b520.30
# VM invoker: C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.2\jbr\bin\java.exe
# VM options: -javaagent:C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.2\lib\idea_rt.jar=53013:C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.2\bin -Dfile.encoding=UTF-8
# Warmup: 3 iterations, 1 s each
# Measurement: 5 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: simple.Main.measureName
# Parameters: (count = 4, maxQueries = 4000)

# Run progress: 3,85% complete, ETA 00:11:29
# Fork: 1 of 1
# Warmup Iteration   1: 
Count of Edges = 4 , Packets = 4000, nanotimes = 33374


Count of Edges = 4 , Packets = 4000, nanotimes = 16459


Count of Edges = 4 , Packets = 4000, nanotimes = 20302


Count of Edges = 4 , Packets = 4000, nanotimes = 19588


Count of Edges = 4 , Packets = 4000, nanotimes = 9300


Count of Edges = 4 , Packets = 4000, nanotimes = 9228


Count of Edges = 4 , Packets = 4000, nanotimes = 7759


Count of Edges = 4 , Packets = 4000, nanotimes = 7027


Count of Edges = 4 , Packets = 4000, nanotimes = 7113


Count of Edges = 4 , Packets = 4000, nanotimes = 8142


Count of Edges = 4 , Packets = 4000, nanotimes = 7636


Count of Edges = 4 , Packets = 4000, nanotimes = 7202


Count of Edges = 4 , Packets = 4000, nanotimes = 9696


Count of Edges = 4 , Packets = 4000, nanotimes = 9052


Count of Edges = 4 , Packets = 4000, nanotimes = 8588


Count of Edges = 4 , Packets = 4000, nanotimes = 8030


Count of Edges = 4 , Packets = 4000, nanotimes = 7190


Count of Edges = 4 , Packets = 4000, nanotimes = 7941


Count of Edges = 4 , Packets = 4000, nanotimes = 6985


Count of Edges = 4 , Packets = 4000, nanotimes = 8010


Count of Edges = 4 , Packets = 4000, nanotimes = 7203


Count of Edges = 4 , Packets = 4000, nanotimes = 7770


Count of Edges = 4 , Packets = 4000, nanotimes = 7045


Count of Edges = 4 , Packets = 4000, nanotimes = 8199


Count of Edges = 4 , Packets = 4000, nanotimes = 7881


Count of Edges = 4 , Packets = 4000, nanotimes = 8932


Count of Edges = 4 , Packets = 4000, nanotimes = 7959


Count of Edges = 4 , Packets = 4000, nanotimes = 9634


Count of Edges = 4 , Packets = 4000, nanotimes = 7153


Count of Edges = 4 , Packets = 4000, nanotimes = 7721


Count of Edges = 4 , Packets = 4000, nanotimes = 8856


Count of Edges = 4 , Packets = 4000, nanotimes = 8521


Count of Edges = 4 , Packets = 4000, nanotimes = 7648


Count of Edges = 4 , Packets = 4000, nanotimes = 8961


Count of Edges = 4 , Packets = 4000, nanotimes = 7635


Count of Edges = 4 , Packets = 4000, nanotimes = 7544


Count of Edges = 4 , Packets = 4000, nanotimes = 8451


Count of Edges = 4 , Packets = 4000, nanotimes = 8938


Count of Edges = 4 , Packets = 4000, nanotimes = 8589


Count of Edges = 4 , Packets = 4000, nanotimes = 7885


Count of Edges = 4 , Packets = 4000, nanotimes = 8673


Count of Edges = 4 , Packets = 4000, nanotimes = 8486


Count of Edges = 4 , Packets = 4000, nanotimes = 6643


Count of Edges = 4 , Packets = 4000, nanotimes = 10948


Count of Edges = 4 , Packets = 4000, nanotimes = 7546


Count of Edges = 4 , Packets = 4000, nanotimes = 8862


Count of Edges = 4 , Packets = 4000, nanotimes = 10369


Count of Edges = 4 , Packets = 4000, nanotimes = 8192


Count of Edges = 4 , Packets = 4000, nanotimes = 9220


Count of Edges = 4 , Packets = 4000, nanotimes = 9188


Count of Edges = 4 , Packets = 4000, nanotimes = 8394


Count of Edges = 4 , Packets = 4000, nanotimes = 8340


Count of Edges = 4 , Packets = 4000, nanotimes = 10140


Count of Edges = 4 , Packets = 4000, nanotimes = 6897


Count of Edges = 4 , Packets = 4000, nanotimes = 7994


Count of Edges = 4 , Packets = 4000, nanotimes = 9873


Count of Edges = 4 , Packets = 4000, nanotimes = 11245


Count of Edges = 4 , Packets = 4000, nanotimes = 10649


Count of Edges = 4 , Packets = 4000, nanotimes = 7762


Count of Edges = 4 , Packets = 4000, nanotimes = 10753

0,016 s/op
# Warmup Iteration   2: 
Count of Edges = 4 , Packets = 4000, nanotimes = 8720


Count of Edges = 4 , Packets = 4000, nanotimes = 8813


Count of Edges = 4 , Packets = 4000, nanotimes = 7551


Count of Edges = 4 , Packets = 4000, nanotimes = 8871


Count of Edges = 4 , Packets = 4000, nanotimes = 8050


Count of Edges = 4 , Packets = 4000, nanotimes = 9669


Count of Edges = 4 , Packets = 4000, nanotimes = 8843


Count of Edges = 4 , Packets = 4000, nanotimes = 7533


Count of Edges = 4 , Packets = 4000, nanotimes = 8949


Count of Edges = 4 , Packets = 4000, nanotimes = 8068


Count of Edges = 4 , Packets = 4000, nanotimes = 7655


Count of Edges = 4 , Packets = 4000, nanotimes = 11166


Count of Edges = 4 , Packets = 4000, nanotimes = 7637


Count of Edges = 4 , Packets = 4000, nanotimes = 7759


Count of Edges = 4 , Packets = 4000, nanotimes = 9902


Count of Edges = 4 , Packets = 4000, nanotimes = 11196


Count of Edges = 4 , Packets = 4000, nanotimes = 8710


Count of Edges = 4 , Packets = 4000, nanotimes = 8523


Count of Edges = 4 , Packets = 4000, nanotimes = 8653


Count of Edges = 4 , Packets = 4000, nanotimes = 8604


Count of Edges = 4 , Packets = 4000, nanotimes = 10337


Count of Edges = 4 , Packets = 4000, nanotimes = 8694


Count of Edges = 4 , Packets = 4000, nanotimes = 9587


Count of Edges = 4 , Packets = 4000, nanotimes = 7628


Count of Edges = 4 , Packets = 4000, nanotimes = 8314


Count of Edges = 4 , Packets = 4000, nanotimes = 8529


Count of Edges = 4 , Packets = 4000, nanotimes = 8433


Count of Edges = 4 , Packets = 4000, nanotimes = 9663


Count of Edges = 4 , Packets = 4000, nanotimes = 9622


Count of Edges = 4 , Packets = 4000, nanotimes = 8552


Count of Edges = 4 , Packets = 4000, nanotimes = 7799


Count of Edges = 4 , Packets = 4000, nanotimes = 8047


Count of Edges = 4 , Packets = 4000, nanotimes = 8548


Count of Edges = 4 , Packets = 4000, nanotimes = 7383


Count of Edges = 4 , Packets = 4000, nanotimes = 12672


Count of Edges = 4 , Packets = 4000, nanotimes = 9429


Count of Edges = 4 , Packets = 4000, nanotimes = 8717


Count of Edges = 4 , Packets = 4000, nanotimes = 9204


Count of Edges = 4 , Packets = 4000, nanotimes = 8268


Count of Edges = 4 , Packets = 4000, nanotimes = 9684


Count of Edges = 4 , Packets = 4000, nanotimes = 10800


Count of Edges = 4 , Packets = 4000, nanotimes = 8465


Count of Edges = 4 , Packets = 4000, nanotimes = 8208


Count of Edges = 4 , Packets = 4000, nanotimes = 8989


Count of Edges = 4 , Packets = 4000, nanotimes = 8974


Count of Edges = 4 , Packets = 4000, nanotimes = 8644


Count of Edges = 4 , Packets = 4000, nanotimes = 8154


Count of Edges = 4 , Packets = 4000, nanotimes = 7054


Count of Edges = 4 , Packets = 4000, nanotimes = 8064


Count of Edges = 4 , Packets = 4000, nanotimes = 8945


Count of Edges = 4 , Packets = 4000, nanotimes = 8351


Count of Edges = 4 , Packets = 4000, nanotimes = 8183


Count of Edges = 4 , Packets = 4000, nanotimes = 9889


Count of Edges = 4 , Packets = 4000, nanotimes = 7487


Count of Edges = 4 , Packets = 4000, nanotimes = 9396


Count of Edges = 4 , Packets = 4000, nanotimes = 8485


Count of Edges = 4 , Packets = 4000, nanotimes = 9641


Count of Edges = 4 , Packets = 4000, nanotimes = 9396


Count of Edges = 4 , Packets = 4000, nanotimes = 9467


Count of Edges = 4 , Packets = 4000, nanotimes = 8928


Count of Edges = 4 , Packets = 4000, nanotimes = 8667


Count of Edges = 4 , Packets = 4000, nanotimes = 8516


Count of Edges = 4 , Packets = 4000, nanotimes = 8663


Count of Edges = 4 , Packets = 4000, nanotimes = 8600


Count of Edges = 4 , Packets = 4000, nanotimes = 8258


Count of Edges = 4 , Packets = 4000, nanotimes = 8221

0,015 s/op
# Warmup Iteration   3: 
Count of Edges = 4 , Packets = 4000, nanotimes = 7928


Count of Edges = 4 , Packets = 4000, nanotimes = 7640


Count of Edges = 4 , Packets = 4000, nanotimes = 8479


Count of Edges = 4 , Packets = 4000, nanotimes = 8918


Count of Edges = 4 , Packets = 4000, nanotimes = 7891


Count of Edges = 4 , Packets = 4000, nanotimes = 9411


Count of Edges = 4 , Packets = 4000, nanotimes = 11476


Count of Edges = 4 , Packets = 4000, nanotimes = 8270


Count of Edges = 4 , Packets = 4000, nanotimes = 8425


Count of Edges = 4 , Packets = 4000, nanotimes = 9159


Count of Edges = 4 , Packets = 4000, nanotimes = 7797


Count of Edges = 4 , Packets = 4000, nanotimes = 7510


Count of Edges = 4 , Packets = 4000, nanotimes = 8873


Count of Edges = 4 , Packets = 4000, nanotimes = 8298


Count of Edges = 4 , Packets = 4000, nanotimes = 10839


Count of Edges = 4 , Packets = 4000, nanotimes = 7976


Count of Edges = 4 , Packets = 4000, nanotimes = 8612


Count of Edges = 4 , Packets = 4000, nanotimes = 8724


Count of Edges = 4 , Packets = 4000, nanotimes = 8194


Count of Edges = 4 , Packets = 4000, nanotimes = 8843


Count of Edges = 4 , Packets = 4000, nanotimes = 10545


Count of Edges = 4 , Packets = 4000, nanotimes = 8474


Count of Edges = 4 , Packets = 4000, nanotimes = 8249


Count of Edges = 4 , Packets = 4000, nanotimes = 8833


Count of Edges = 4 , Packets = 4000, nanotimes = 8433


Count of Edges = 4 , Packets = 4000, nanotimes = 9966


Count of Edges = 4 , Packets = 4000, nanotimes = 8023


Count of Edges = 4 , Packets = 4000, nanotimes = 7963


Count of Edges = 4 , Packets = 4000, nanotimes = 10619


Count of Edges = 4 , Packets = 4000, nanotimes = 8964


Count of Edges = 4 , Packets = 4000, nanotimes = 9853


Count of Edges = 4 , Packets = 4000, nanotimes = 8218


Count of Edges = 4 , Packets = 4000, nanotimes = 8407


Count of Edges = 4 , Packets = 4000, nanotimes = 8616


Count of Edges = 4 , Packets = 4000, nanotimes = 10336


Count of Edges = 4 , Packets = 4000, nanotimes = 7963


Count of Edges = 4 , Packets = 4000, nanotimes = 9210


Count of Edges = 4 , Packets = 4000, nanotimes = 7800


Count of Edges = 4 , Packets = 4000, nanotimes = 9086


Count of Edges = 4 , Packets = 4000, nanotimes = 9549


Count of Edges = 4 , Packets = 4000, nanotimes = 8800


Count of Edges = 4 , Packets = 4000, nanotimes = 8367


Count of Edges = 4 , Packets = 4000, nanotimes = 8865


Count of Edges = 4 , Packets = 4000, nanotimes = 8627


Count of Edges = 4 , Packets = 4000, nanotimes = 9982


Count of Edges = 4 , Packets = 4000, nanotimes = 9741


Count of Edges = 4 , Packets = 4000, nanotimes = 9417


Count of Edges = 4 , Packets = 4000, nanotimes = 9700


Count of Edges = 4 , Packets = 4000, nanotimes = 11214


Count of Edges = 4 , Packets = 4000, nanotimes = 7305


Count of Edges = 4 , Packets = 4000, nanotimes = 9122


Count of Edges = 4 , Packets = 4000, nanotimes = 9260


Count of Edges = 4 , Packets = 4000, nanotimes = 9003


Count of Edges = 4 , Packets = 4000, nanotimes = 8617


Count of Edges = 4 , Packets = 4000, nanotimes = 8110


Count of Edges = 4 , Packets = 4000, nanotimes = 10113


Count of Edges = 4 , Packets = 4000, nanotimes = 10478


Count of Edges = 4 , Packets = 4000, nanotimes = 10984


Count of Edges = 4 , Packets = 4000, nanotimes = 9652


Count of Edges = 4 , Packets = 4000, nanotimes = 9516


Count of Edges = 4 , Packets = 4000, nanotimes = 9303


Count of Edges = 4 , Packets = 4000, nanotimes = 9088


Count of Edges = 4 , Packets = 4000, nanotimes = 9135


Count of Edges = 4 , Packets = 4000, nanotimes = 8526

0,015 s/op
Iteration   1: 
Count of Edges = 4 , Packets = 4000, nanotimes = 9204


Count of Edges = 4 , Packets = 4000, nanotimes = 8653


Count of Edges = 4 , Packets = 4000, nanotimes = 8404


Count of Edges = 4 , Packets = 4000, nanotimes = 9312


Count of Edges = 4 , Packets = 4000, nanotimes = 8630


Count of Edges = 4 , Packets = 4000, nanotimes = 9649


Count of Edges = 4 , Packets = 4000, nanotimes = 9947


Count of Edges = 4 , Packets = 4000, nanotimes = 9817


Count of Edges = 4 , Packets = 4000, nanotimes = 9252


Count of Edges = 4 , Packets = 4000, nanotimes = 8206


Count of Edges = 4 , Packets = 4000, nanotimes = 10828


Count of Edges = 4 , Packets = 4000, nanotimes = 9676


Count of Edges = 4 , Packets = 4000, nanotimes = 9826


Count of Edges = 4 , Packets = 4000, nanotimes = 8585


Count of Edges = 4 , Packets = 4000, nanotimes = 8988


Count of Edges = 4 , Packets = 4000, nanotimes = 8497


Count of Edges = 4 , Packets = 4000, nanotimes = 11371


Count of Edges = 4 , Packets = 4000, nanotimes = 8463


Count of Edges = 4 , Packets = 4000, nanotimes = 9339


Count of Edges = 4 , Packets = 4000, nanotimes = 9995


Count of Edges = 4 , Packets = 4000, nanotimes = 9453


Count of Edges = 4 , Packets = 4000, nanotimes = 10108


Count of Edges = 4 , Packets = 4000, nanotimes = 10365


Count of Edges = 4 , Packets = 4000, nanotimes = 8597


Count of Edges = 4 , Packets = 4000, nanotimes = 11247


Count of Edges = 4 , Packets = 4000, nanotimes = 10185


Count of Edges = 4 , Packets = 4000, nanotimes = 8965


Count of Edges = 4 , Packets = 4000, nanotimes = 9543


Count of Edges = 4 , Packets = 4000, nanotimes = 8567


Count of Edges = 4 , Packets = 4000, nanotimes = 8965


Count of Edges = 4 , Packets = 4000, nanotimes = 8336


Count of Edges = 4 , Packets = 4000, nanotimes = 9545


Count of Edges = 4 , Packets = 4000, nanotimes = 8461


Count of Edges = 4 , Packets = 4000, nanotimes = 9554


Count of Edges = 4 , Packets = 4000, nanotimes = 8510


Count of Edges = 4 , Packets = 4000, nanotimes = 10903


Count of Edges = 4 , Packets = 4000, nanotimes = 9528


Count of Edges = 4 , Packets = 4000, nanotimes = 10021


Count of Edges = 4 , Packets = 4000, nanotimes = 8453


Count of Edges = 4 , Packets = 4000, nanotimes = 10136


Count of Edges = 4 , Packets = 4000, nanotimes = 9367


Count of Edges = 4 , Packets = 4000, nanotimes = 8266


Count of Edges = 4 , Packets = 4000, nanotimes = 8666


Count of Edges = 4 , Packets = 4000, nanotimes = 8677


Count of Edges = 4 , Packets = 4000, nanotimes = 9685


Count of Edges = 4 , Packets = 4000, nanotimes = 11096


Count of Edges = 4 , Packets = 4000, nanotimes = 13242


Count of Edges = 4 , Packets = 4000, nanotimes = 8031


Count of Edges = 4 , Packets = 4000, nanotimes = 8732


Count of Edges = 4 , Packets = 4000, nanotimes = 7820


Count of Edges = 4 , Packets = 4000, nanotimes = 7893


Count of Edges = 4 , Packets = 4000, nanotimes = 10391


Count of Edges = 4 , Packets = 4000, nanotimes = 10193


Count of Edges = 4 , Packets = 4000, nanotimes = 11112


Count of Edges = 4 , Packets = 4000, nanotimes = 14824


Count of Edges = 4 , Packets = 4000, nanotimes = 12499


Count of Edges = 4 , Packets = 4000, nanotimes = 10042


Count of Edges = 4 , Packets = 4000, nanotimes = 10339


Count of Edges = 4 , Packets = 4000, nanotimes = 10811


Count of Edges = 4 , Packets = 4000, nanotimes = 9619

0,016 s/op
Iteration   2: 
Count of Edges = 4 , Packets = 4000, nanotimes = 12958


Count of Edges = 4 , Packets = 4000, nanotimes = 8051


Count of Edges = 4 , Packets = 4000, nanotimes = 8610


Count of Edges = 4 , Packets = 4000, nanotimes = 8216


Count of Edges = 4 , Packets = 4000, nanotimes = 9574


Count of Edges = 4 , Packets = 4000, nanotimes = 9236


Count of Edges = 4 , Packets = 4000, nanotimes = 8872


Count of Edges = 4 , Packets = 4000, nanotimes = 10272


Count of Edges = 4 , Packets = 4000, nanotimes = 9187


Count of Edges = 4 , Packets = 4000, nanotimes = 9200


Count of Edges = 4 , Packets = 4000, nanotimes = 12340


Count of Edges = 4 , Packets = 4000, nanotimes = 8762


Count of Edges = 4 , Packets = 4000, nanotimes = 8930


Count of Edges = 4 , Packets = 4000, nanotimes = 9391


Count of Edges = 4 , Packets = 4000, nanotimes = 9397


Count of Edges = 4 , Packets = 4000, nanotimes = 9544


Count of Edges = 4 , Packets = 4000, nanotimes = 10234


Count of Edges = 4 , Packets = 4000, nanotimes = 9845


Count of Edges = 4 , Packets = 4000, nanotimes = 9923


Count of Edges = 4 , Packets = 4000, nanotimes = 8999


Count of Edges = 4 , Packets = 4000, nanotimes = 10979


Count of Edges = 4 , Packets = 4000, nanotimes = 11421


Count of Edges = 4 , Packets = 4000, nanotimes = 9698


Count of Edges = 4 , Packets = 4000, nanotimes = 8428


Count of Edges = 4 , Packets = 4000, nanotimes = 8719


Count of Edges = 4 , Packets = 4000, nanotimes = 10640


Count of Edges = 4 , Packets = 4000, nanotimes = 11136


Count of Edges = 4 , Packets = 4000, nanotimes = 10717


Count of Edges = 4 , Packets = 4000, nanotimes = 8358


Count of Edges = 4 , Packets = 4000, nanotimes = 10692


Count of Edges = 4 , Packets = 4000, nanotimes = 10706


Count of Edges = 4 , Packets = 4000, nanotimes = 8653


Count of Edges = 4 , Packets = 4000, nanotimes = 12332


Count of Edges = 4 , Packets = 4000, nanotimes = 10041


Count of Edges = 4 , Packets = 4000, nanotimes = 8952


Count of Edges = 4 , Packets = 4000, nanotimes = 8812


Count of Edges = 4 , Packets = 4000, nanotimes = 9544


Count of Edges = 4 , Packets = 4000, nanotimes = 8869


Count of Edges = 4 , Packets = 4000, nanotimes = 10848


Count of Edges = 4 , Packets = 4000, nanotimes = 10858


Count of Edges = 4 , Packets = 4000, nanotimes = 8535


Count of Edges = 4 , Packets = 4000, nanotimes = 10183


Count of Edges = 4 , Packets = 4000, nanotimes = 9228


Count of Edges = 4 , Packets = 4000, nanotimes = 11322


Count of Edges = 4 , Packets = 4000, nanotimes = 9489


Count of Edges = 4 , Packets = 4000, nanotimes = 9441


Count of Edges = 4 , Packets = 4000, nanotimes = 10040


Count of Edges = 4 , Packets = 4000, nanotimes = 7762


Count of Edges = 4 , Packets = 4000, nanotimes = 9347


Count of Edges = 4 , Packets = 4000, nanotimes = 9340


Count of Edges = 4 , Packets = 4000, nanotimes = 10698


Count of Edges = 4 , Packets = 4000, nanotimes = 10543


Count of Edges = 4 , Packets = 4000, nanotimes = 10993


Count of Edges = 4 , Packets = 4000, nanotimes = 10389


Count of Edges = 4 , Packets = 4000, nanotimes = 7880


Count of Edges = 4 , Packets = 4000, nanotimes = 8562


Count of Edges = 4 , Packets = 4000, nanotimes = 8916


Count of Edges = 4 , Packets = 4000, nanotimes = 8376


Count of Edges = 4 , Packets = 4000, nanotimes = 10743

0,017 s/op
Iteration   3: 
Count of Edges = 4 , Packets = 4000, nanotimes = 12474


Count of Edges = 4 , Packets = 4000, nanotimes = 8965


Count of Edges = 4 , Packets = 4000, nanotimes = 10177


Count of Edges = 4 , Packets = 4000, nanotimes = 8701


Count of Edges = 4 , Packets = 4000, nanotimes = 8694


Count of Edges = 4 , Packets = 4000, nanotimes = 8744


Count of Edges = 4 , Packets = 4000, nanotimes = 11484


